School_Id,Org_Name,Telephone,Fax,Email,Contact1_Name,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Area,Org_Type,Definition,Authority,CoEd_Status,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Area_Unit,Ward,Col_Id,Col_Name,Longitude,Latitude,Decile,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International
3542,St Peter's School (Beckenham),03 332 7598,03 337 2874,principal@saintpeters.school.nz,Pamela Arthurs,http://www.saintpeters.school.nz,11 Fisher Avenue,Beckenham,Christchurch,11 Fisher Avenue,Beckenham,Christchurch,8023,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Beckenham,Cashmere Ward,99044,Christchurch Catholic Community of Learning,172.63769,-43.559761,8,00:00.0,163,115,9,4,26,8,1,0
3543,St Teresa's School (Riccarton),03 348 9392,03 343 5307,enquiries@stteresas.school.nz,Susan De Gouveia,http://www.stteresas.school.nz,10 Puriri Street,,Christchurch,10 Puriri Street,Riccarton,Christchurch,8041,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Mona Vale,Riccarton Ward,99044,Christchurch Catholic Community of Learning,172.592132,-43.529754,4,00:00.0,179,38,5,23,106,7,0,0
3544,Our Lady Star of the Sea School (Christchurch),03 326 5315,03 326 7790,office@ourladystar.school.nz,Tim Kearns (Acting),http://www.ourladystar.school.nz,45 Colenso Street,Sumner,Christchurch,P O Box 17571,Sumner,Christchurch,8840,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Sumner,Heathcote Ward,99196,Aupaki Kāhui Ako,172.762535,-43.574864,10,00:00.0,58,48,8,2,0,0,0,0
3546,Sumner School,03 326 6546,03 326 7003,admin@sumner.school.nz,Stuart Cameron,http://www.sumner.school.nz,Colenso Street,Sumner,Christchurch,P O Box 17622,Sumner,Christchurch,8840,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Sumner,Heathcote Ward,99196,Aupaki Kāhui Ako,172.75962,-43.573093,10,00:00.0,443,386,30,3,11,3,9,1
3547,Swannanoa School,03 312 6813,,admin@swannanoa.school.nz,Brian Price,http://www.swannanoa.school.nz,1305 Tram Road,,Rangiora,Tram Road RD 6,,Rangiora,7476,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waimakariri District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Mandeville,Oxford-Ohoka Ward,99077,Puketeraki Community of Learning,172.495558,-43.369338,10,00:00.0,317,279,22,1,6,7,2,0
3549,Tai Tapu School,03 329 6796,03 329 6193,info@taitapu.school.nz,John Kane,http://www.taitapu.school.nz,Main Akaora Highway,Taitapu,Christchurch,Counter Delivery Tai Tapu PostCentre,,Tai Tapu,7645,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Selwyn District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Taitapu,Springs Ward,99113,Ngā Mātāpuna o Ngā Pakihi Community of Learning,172.550058,-43.663624,10,00:00.0,273,247,17,0,8,0,1,0
3553,Te One School,03 305 0023,,office@teone.school.nz,Mark Wiseman,,North Road,Waitangi (Chatham Islands),Chatham Islands,P O Box 9,Waitangi,Chatham Islands,8942,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Chatham Islands Territory,Area Outside Region,Christchurch,Canterbury/Chatham Islands,Rongotai,Te Tai Tonga,Chatham Islands,Area Outside Ward,,,,,7,00:00.0,55,12,43,0,0,0,0,0
3554,Waitaha School,03 344 1243,,admin@waitaha.school.nz,Margaret Dodds,http://waitaha.school.nz/,12 Lemonwood Drive,,Rolleston,12 Lemonwood Drive,Faringdon,Rolleston,7615,Minor Urban Area,Special School,School for pupils with intellectual impairments,State,Co-Educational,Selwyn District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Rolleston South East,Selwyn Central Ward,99206,Ngā Peka o Tauwharekākaho (Rolleston) Kāhui Ako,172.385917,-43.623427,6,00:00.0,81,56,12,4,7,1,1,0
3555,Templeton School,03 349 7045,03 349 7047,office@templeton.school.nz,Andrew Mouat,http://www.templeton.school.nz,40 Kirk Road,Templeton,Christchurch,40 Kirk Road,Templeton,Christchurch,8042,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Templeton,Hornby Ward,99045,Uru Mānuka Kāhui Ako,172.472353,-43.550157,8,00:00.0,372,269,69,11,13,3,7,0
3557,Thorrington School,03 332 7480,03 337 1205,admin@thorrington.ac.nz,Christine Harris,http://www.thorrington.ac.nz,22A Colombo Street,Cashmere,Christchurch,22A Colombo Street,Cashmere,Christchurch,8022,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Cashmere West,Cashmere Ward,,,172.63656,-43.5663,10,00:00.0,483,392,16,3,44,22,6,0
3561,Tinwald School,03 308 4555,03 308 5055,admin@tinwald.school.nz,Peter Livingstone,http://www.tinwaldschool.weebly.com,131 Thomson Street,Tinwald,Ashburton,P O Box 5032,Tinwald,Ashburton,7741,Secondary Urban Area,Contributing,Not Applicable,State,Co-Educational,Ashburton District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Tinwald,Ashburton Ward,99043,Hakatere (Ashburton) Community of Learning,171.719059,-43.923882,6,00:00.0,244,172,34,20,12,6,0,0
3563,Tuahiwi School,03 313 8521,03 313 8543,office@tuahiwi.school.nz,Melanie Taite-Pitama,http://tuahiwi.school.nz,206 Tuahiwi Road,,Kaiapoi,206 Tuahiwi Road RD 1,,Kaiapoi,7691,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waimakariri District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Tuahiwi,Kaiapoi-Woodend Ward,99061,Katote (Christchurch) Community of Learning,172.643788,-43.334242,6,00:00.0,117,23,87,7,0,0,0,0
3565,View Hill School,03 312 4336,03 312 4336,principal@viewhill.school.nz,Bu Windsor,http://www.viewhill.school.nz,RD 1 Island Road,Oxford,Christchurch,Island Road RD 1,,Oxford,7495,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waimakariri District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Ashley Gorge,Oxford-Ohoka Ward,99077,Puketeraki Community of Learning,172.071825,-43.299028,7,00:00.0,61,57,3,0,0,0,1,0
3566,Waiau School,03 315 6027,03 315 6437,office@waiau.school.nz,Rebecca Pugh (Acting),http://waiau.school.nz,11 Montrose Street,,Waiau,11 Montrose Street,,Waiau,7332,Rural Area,Contributing,Not Applicable,State,Co-Educational,Hurunui District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Kaikoura,Te Tai Tonga,Waiau,Amuri-Hurunui Ward,99066,Tipu Maia Community of Learning,173.042003,-42.653679,8,00:00.0,37,23,13,1,0,0,0,0
3567,Waihao Downs School,03 689 2734,03 689 2736,office@waihaodowns.school.nz,Jane Severinsen,http://www.waihaodowns.school.nz,1139 Hakataramea Highway,Waihao Downs,Waimate,1139 Hakataramea Highway RD 7,,Waimate,7977,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waimate District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waitaki,Te Tai Tonga,Waihao,Hakataramea-Waihaorunga Ward,99040,Waimate Community of Learning,170.927475,-44.790957,9,00:00.0,73,58,6,0,7,2,0,0
3569,Waikari School,03 314 4250,03 314 4350,office@waikari.school.nz,Yvonne Blair,http://www.waikari.school.nz/WebSpace/30/,23 Princes Street,,Waikari,23 Princes Street,,Waikari,7420,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Hurunui District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Kaikoura,Te Tai Tonga,Hurunui,Amuri-Hurunui Ward,99066,Tipu Maia Community of Learning,172.700669,-42.969371,5,00:00.0,31,27,3,0,0,1,0,0
3570,Pegasus Bay School,03 920 7000,,admin@pegasusbay.school.nz,Roger Hornblow,http://www.pegasusbay.school.nz,5 Solander Road,,Pegasus,5 Solander Road,,Pegasus,7612,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waimakariri District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Pegasus,Kaiapoi-Woodend Ward,99061,Katote (Christchurch) Community of Learning,172.692258,-43.314905,10,00:00.0,437,328,51,6,17,33,2,0
3571,Waimairi School,03 352 9208,03 352 9457,admin@waimairi.school.nz,Michael Anderson,http://www.waimairi.school.nz/,Tillman Avenue,,Christchurch,Tillman Avenue,Strowan,Christchurch,8052,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Strowan,Fendalton Ward,,,172.605274,-43.504209,9,00:00.0,466,368,44,10,33,9,2,0
3572,Waimataitai School,03 684 5566,03 684 4709,office@waimataitai.school.nz,Jane Culhane,http://www.waimataitai.school.nz,25 Trafalgar Street,,Timaru,25 Trafalgar Street,Maori Hill,Timaru,7910,Secondary Urban Area,Full Primary,Not Applicable,State,Co-Educational,Timaru District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Maori Park,Timaru Ward,,,171.238235,-44.388031,6,00:00.0,472,323,81,20,36,4,8,0
3573,Waimate Centennial School,03 689 8295,03 689 8395,office@centennial.school.nz,Jonathan Young,http://centennial.ultranet.school.nz,5 Hughes Street,,Waimate,5 Hughes Street,,Waimate,7924,Minor Urban Area,Contributing,Not Applicable,State,Co-Educational,Waimate District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waitaki,Te Tai Tonga,Waimate,Waimate Ward,99040,Waimate Community of Learning,171.038634,-44.729128,4,00:00.0,159,134,19,1,0,4,1,0
3574,Waimate Main School,03 689 8887,03 689 8767,office@waimatemain.school.nz,Paul Cartlidge,http://www.waimatemain.school.nz,25 John Street,,Waimate,25 John Street,,Waimate,7924,Minor Urban Area,Contributing,Not Applicable,State,Co-Educational,Waimate District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waitaki,Te Tai Tonga,Waimate,Waimate Ward,99040,Waimate Community of Learning,171.046658,-44.736301,3,00:00.0,83,63,12,3,3,1,1,0
3576,Waipara School,03 314 6814,03 314 6815,waipara@xtra.co.nz,Dianne Officer,http://www.waipara.school.nz,2 Loffhagen Drive,,Waipara,P O Box 11,,Waipara,7447,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Hurunui District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Kaikoura,Te Tai Tonga,Hurunui,Glenmark Ward,99066,Tipu Maia Community of Learning,172.762045,-43.053617,6,00:00.0,50,43,7,0,0,0,0,0
3577,Wairakei School (Christchurch),03 351 8033,,office@wairakeichch.school.nz,Shane Buckner,http://www.wairakeichch.school.nz,250 Wairakei Road,Bryndwr,Christchurch,250 Wairakei Road,Bryndwr,Christchurch,8053,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Aorangi,Papanui Ward,99027,Waimairi-iri Community of Learning,172.588274,-43.500162,6,00:00.0,276,149,64,12,36,14,1,0
3579,Waituna Creek School,03 689 7438,03 689 7439,office@waitunacreek.school.nz,Tiffany Ottley,http://www.waitunacreek.school.nz/,Waituna School Road,,Waimate,Waituna School Road RD 8,,Waimate,7978,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waimate District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waitaki,Te Tai Tonga,Waihao,Waimate Ward,99040,Waimate Community of Learning,171.016703,-44.700998,6,00:00.0,44,39,4,0,1,0,0,0
3580,Wakanui School,03 302 3899,03 302 3896,office@wakanui.school.nz,Graham Smith (Acting),http://www.wakanui.school.nz,Wakanui School Road,,Ashburton,20 Wakanui School Road RD 7,,Ashburton,7777,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Ashburton District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Chertsey,Eastern Ward,99043,Hakatere (Ashburton) Community of Learning,171.822849,-43.97386,8,00:00.0,129,101,4,2,15,7,0,0
3581,Waltham School,03 379 3137,03 379 3870,principal@waltham.school.nz,Gordon Caddie,http://www.waltham.school.nz,Hastings Street East,Waltham,Christchurch,Hastings Street East,Waltham,Christchurch,8023,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Waltham,Heathcote Ward,99177,Te Mana Raupō Community of Learning,172.648605,-43.548984,3,00:00.0,270,97,73,34,51,14,1,0
3585,Weedons School,03 347 8740,03 347 7026,kathybell@weedons.school.nz,Kathleen Bell,http://www.weedons.school.nz,Weedons Ross Road,Weedons,Christchurch,Weedons Ross Road RD 5,,Christchurch,7675,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Selwyn District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,West Melton,Selwyn Central Ward,99206,Ngā Peka o Tauwharekākaho (Rolleston) Kāhui Ako,172.403173,-43.570603,10,00:00.0,165,144,16,0,4,1,0,0
3586,West Eyreton School,03 312 5850,03 312 5896,office@westeyreton.school.nz,Jillian Gallagher,http://www.westeyreton.school.nz,1651 North Eyre Road,West Eyreton,Rangiora,1651 North Eyre Road RD 5,,Rangiora,7475,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waimakariri District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,West Eyreton,Oxford-Ohoka Ward,99077,Puketeraki Community of Learning,172.360103,-43.349487,10,00:00.0,213,187,14,5,3,4,0,0
3587,West Melton School,03 347 8448,03 347 8459,office@westmelton.school.nz,Susan Jackson,http://westmelton.school.nz/,Weedons Ross Road,,West Melton,743 Weedons Ross Road,,West Melton,7618,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Selwyn District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,West Melton,Selwyn Central Ward,99206,Ngā Peka o Tauwharekākaho (Rolleston) Kāhui Ako,172.369379,-43.521439,10,00:00.0,472,417,33,3,12,6,1,0
3588,West Spreydon School,03 338 8184,03 338 8348,admin@westspreydon.school.nz,Marriene Langton,http://www.westspreydon.school.nz,147 Lyttelton Street,Spreydon,Christchurch,147 Lyttelton Street,Spreydon,Christchurch,8024,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Barrington North,Spreydon Ward,,,172.611289,-43.55963,4,00:00.0,338,185,70,34,34,13,2,0
3589,Westburn School,03 358 8173,03 357 8479,admin@westburn.school.nz,Susan Jennison,http://www.westburn.school.nz,257 Waimairi Road,Ilam,Christchurch,257 Waimairi Road,Ilam,Christchurch,8041,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Westburn,Waimairi Ward,,,172.570879,-43.512142,9,00:00.0,518,258,10,7,222,13,4,4
3591,Wharenui School,03 348 5263,03 348 5243,helen.tuuta@wharenui.school.nz,Gretchen Smith,http://www.wharenui.school.nz,Matipo Street,Riccarton,Christchurch,Matipo Street,Riccarton,Christchurch,8041,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Riccarton,Riccarton Ward,99176,Pūtaringamotu Kāhui Ako,172.596734,-43.536306,3,00:00.0,313,53,66,37,140,16,1,0
3592,Whataroa School,03 753 4061,,principal@whataroa.school.nz,Jennifer Bainbridge,http://www.whataroa.school.nz,65 Scally Road,,Whataroa,P O Box 50,,Whataroa,7857,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Westland District,West Coast Region,Nelson,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Whataroa,Southern Ward,99024,Westland Community of Learning,170.361346,-43.262537,7,00:00.0,39,22,10,5,1,1,0,0
3594,Longbeach School,03 302 6643,03 302 6871,office@longbeach.school.nz,Neil Simons,http://www.longbeach.school.nz,Boundary Road,,Ashburton,838 Boundary Road RD 3,,Ashburton,7773,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Ashburton District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Hinds,Eastern Ward,99043,Hakatere (Ashburton) Community of Learning,171.68311,-43.979118,9,00:00.0,152,137,9,0,4,1,1,0
3597,Windwhistle School,03 318 6828,03 318 6928,office@windwhistle.school.nz,Bronwen Seaward,http://www.windwhistle.school.nz,19 Rakaia Gorge Road,,Darfield,19 Rakaia Gorge Road RD 2,,Darfield,7572,Rural Area,Contributing,Not Applicable,State,Co-Educational,Selwyn District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Malvern,Malvern Ward,99008,Malvern Community of Learning,171.713278,-43.515519,10,00:00.0,39,35,4,0,0,0,0,0
3599,Woodbury School,03 692 2817,03 692 2818,office@woodbury.school.nz,Mike de Joux,http://www.woodbury.school.nz,559 Woodbury Road,,Geraldine,559 Woodbury Road RD 21,,Geraldine,7991,Rural Area,Contributing,Not Applicable,State,Co-Educational,Timaru District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waitaki,Te Tai Tonga,Orari,Geraldine Ward,99053,Ka Awa Whiria,171.206991,-44.034919,8,00:00.0,108,98,7,1,2,0,0,0
3600,Woodend School,03 312 7808,03 312 2178,office@woodend.school.nz,Adrienne Simpson (Acting),http://www.woodend.school.nz/,Main North Road,,Woodend,P O Box 93,,Woodend,7641,Minor Urban Area,Full Primary,Not Applicable,State,Co-Educational,Waimakariri District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Woodend,Kaiapoi-Woodend Ward,99061,Katote (Christchurch) Community of Learning,172.665396,-43.324559,8,00:00.0,338,273,44,4,10,5,2,0
3602,Yaldhurst Model School,03 342 7933,03 342 7933,secretary@yaldhurst.school.nz,Allan Robertson,http://www.yaldhurst.school.nz,School Road,,Yaldhurst,School Road RD 6,,Christchurch,7676,Main Urban Area,Full Primary,Model School,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Yaldhurst,Harewood Ward,99045,Uru Mānuka Kāhui Ako,172.502181,-43.510189,5,00:00.0,155,118,13,6,12,4,2,0
3700,Abbotsford School,03 488 2642,03 488 1119,office@abbotsford.school.nz,Stephanie Madden,http://www.abbotsford.school.nz,72 North Taieri Road,Abbotsford,Dunedin,P O Box 13211,Green Island,Dunedin,9052,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,Abbotsford,Area Outside Ward,,,170.417981,-45.893493,8,00:00.0,312,254,48,5,5,0,0,0
3701,Alexandra School,03 448 8340,03 448 8340,admin@alexprim.school.nz,Adele Gott,http://www.alexprim.school.nz,Ventry Street,,Alexandra,Ventry Street,,Alexandra,9320,Minor Urban Area,Full Primary,Not Applicable,State,Co-Educational,Central Otago District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Alexandra,Alexandra Ward,99049,Dunstan Community of Learning,169.389793,-45.25532,8,00:00.0,240,186,45,2,4,3,0,0
3703,Andersons Bay School,03 454 4413,03 454 3263,admin@andybay.ac.nz,Hamish McDonald,http://www.andybay.ac.nz,92 Jeffery Street,Andersons Bay,Dunedin,92 Jeffery Street,Andersons Bay,Dunedin,9013,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,Andersons Bay,Area Outside Ward,,,170.535447,-45.894902,10,00:00.0,341,267,24,7,24,10,9,0
3704,Ardgowan School,03 433 1366,03 433 1366,office@ardgowan.school.nz,Julie French,http://ardgowanschool.wikispaces.com,Ardgowan Road,,Oamaru,286 Ardgowan Road RD 1D,,Oamaru,9492,Secondary Urban Area,Full Primary,Not Applicable,State,Co-Educational,Waitaki District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Ardgowan,Oamaru Ward,,,170.96723,-45.061238,6,00:00.0,187,156,17,4,5,5,0,0
3706,Arthur Street School,03 477 6524,03 477 6987,secretary@arthurst.school.nz,Kim Blackwood,http://www.arthurst.school.nz,26 Arthur Street,City Rise,Dunedin,26 Arthur Street,City Rise,Dunedin,9016,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,High St-Stuart St,Area Outside Ward,,,170.495142,-45.872612,6,00:00.0,190,98,30,10,37,3,7,5
3707,Fenwick School,03 434 8209,03 434 0952,office@fenwick.school.nz,Rodney McLellan,http://www.fenwick.school.nz,25A Arun Street,South Hill,Oamaru,25A Arun Street,South Hill,Oamaru,9400,Secondary Urban Area,Contributing,Not Applicable,State,Co-Educational,Waitaki District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Oamaru South,Oamaru Ward,99209,Waitaki Ara Kāhui Ako,170.962019,-45.1059,6,00:00.0,316,223,39,28,18,1,7,0
3709,Balaclava School,03 488 4667,03 488 0244,reception@balaclava.school.nz,Gary Marsh,http://www.balaclava.school.nz/,2 Mercer Street,Balaclava,Dunedin,2 Mercer Street,Kenmure,Dunedin,9011,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Kenmure,Area Outside Ward,,,170.467173,-45.888603,8,00:00.0,250,207,20,5,13,4,1,0
3710,Balclutha School,03 419 0103,,admin@balclutha.school.nz,Patrick Ford,http://www.balclutha.school.nz,Lanark Street,,Balclutha,19 Lanark Street,,Balclutha,9230,Minor Urban Area,Full Primary,Not Applicable,State,Co-Educational,Clutha District,Otago Region,Dunedin,Otago/Southland,Clutha-Southland,Te Tai Tonga,Balclutha,Balclutha Ward,99080,Big River Community of Learning,169.742701,-46.24049,5,00:00.0,167,109,29,10,5,9,5,0
3711,Balmacewen Intermediate,03 466 7251,03 466 7252,office@balmacewen.school.nz,Andrew Hunter,http://www.balmacewen.school.nz,44 Chapman Street,Wakari,Dunedin,44 Chapman Street,Wakari,Dunedin,9010,Main Urban Area,Intermediate,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Wakari,Area Outside Ward,,,170.489854,-45.859234,8,00:00.0,512,384,50,17,45,13,3,0
3716,Bradford School,03 453 6254,,office@bradford.school.nz,Melissa Mitchell-Bain,http://www.bradford.school.nz,42A Bradford Street,Bradford,Dunedin,42A Bradford Street,Bradford,Dunedin,9011,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Brockville,Area Outside Ward,,,170.467365,-45.876141,5,00:00.0,123,89,19,6,7,2,0,0
3718,Broad Bay School,03 478 0706,03 478 0817,office@broadbay.school.nz,Greg MacLeod,http://www.broadbay.school.nz,4 Roebuck Rise,Broad Bay,Dunedin,4 Roebuck Rise,Broad Bay,Dunedin,9014,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,Broad Bay-Portobello,Area Outside Ward,,,170.624143,-45.847668,9,00:00.0,37,29,5,1,1,1,0,0
3719,Brockville School,03 476 3717,03 476 3717,office@brockville.school.nz,Tania McDonald (Acting),http://www.brockville.school.nz,Brockville Road,Brockville,Dunedin,263Brockville Road,Brockville,Dunedin,9011,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Brockville,Area Outside Ward,,,170.460258,-45.867404,2,00:00.0,147,65,44,11,3,24,0,0
3723,Clinton School,03 415 7151,03 415 7098,admin@clinton.school.nz,Vicki Neave,http://www.clintonprimary.school.nz,Halsey Street,,Clinton,22 Halsey Street,,Clinton,9534,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Clutha District,Otago Region,Dunedin,Otago/Southland,Clutha-Southland,Te Tai Tonga,Clinton,Clinton Ward,99080,Big River Community of Learning,169.381157,-46.200881,5,00:00.0,73,54,13,0,6,0,0,0
3724,Clutha Valley School,03 415 9105,03 415 9222,office@cluthavalley.school.nz,Valerie Ward,http://cluthavalley.school.nz,2155 Clutha Valley Road,,Greenfield,2155 Clutha Valley Road RD 4,,Balclutha,9274,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Clutha District,Otago Region,Dunedin,Otago/Southland,Clutha-Southland,Te Tai Tonga,Bruce,Clutha Valley Ward,99080,Big River Community of Learning,169.550567,-46.093583,9,00:00.0,117,84,10,6,10,7,0,0
3725,Clyde School,03 449 2761,03 449 2761,office@clyde.school.nz,Douglas White,http://www.clydeschool.co.nz,25 Blyth Street,,Clyde,25 Blyth Street,,Clyde,9330,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Central Otago District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Clyde,Earnscleugh-Manuherikia Ward,99049,Dunstan Community of Learning,169.319277,-45.191101,9,00:00.0,157,121,25,6,3,2,0,0
3727,Concord School,03 488 2204,03 488 2204,office@concord.school.nz,Steve Turnbull,http://www.concord.school.nz,5 Thoreau Street,Concord,Dunedin,5 Thoreau Street,Concord,Dunedin,9018,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,Concord,Area Outside Ward,,,170.454295,-45.903469,4,00:00.0,92,61,18,7,4,1,1,0
3729,Cromwell Primary School,03 445 0264,03 445 0238,teganw@cromprimary.school.nz,Wendy Brooks ,http://www.cromprimary.school.nz,Molyneux Avenue,,Cromwell,61 Molyneux Avenue,,Cromwell,9310,Minor Urban Area,Contributing,Not Applicable,State,Co-Educational,Central Otago District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Cromwell,Cromwell Ward,99046,Te Kāhui Ako o ngā awanui,169.203508,-45.044998,9,00:00.0,319,261,37,10,4,4,3,0
3731,Dunedin North Intermediate,03 473 9027,03 473 9611,office@dni.school.nz,Heidi Hayward,http://www.dni.school.nz,North Road,,Dunedin,P O Box 8016,Gardens,Dunedin,9041,Main Urban Area,Intermediate,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,North East Valley,Area Outside Ward,99208,Dunedin North Community of Learning ,170.522198,-45.853481,7,00:00.0,232,147,30,18,17,8,12,0
